Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,B1YW0L9,01/10/2020,12/08/2020,Paris Pledges,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,57.43,54.35,40.86,45.03,44.93,44.84,44.74,44.65,44.55,44.46,44.36,44.27,44.17,44.07,43.98,43.71,43.44,43.17,42.89,42.62,42.35,42.08,41.81,41.54,41.27,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8",6080396,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8",6080396,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,0.855,0.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8",6080396,01/09/2018,18/09/2018,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Anhui Conch Cement has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8",6080396,01/09/2017,14/09/2017,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apache,United States of America,USA,Oil & Gas,No,medium,US0374111054,2043962,01/10/2020,12/08/2020,Not Aligned,2018,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,72.48,73.16,73.69,73.41,73.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apache,United States of America,USA,Oil & Gas,No,medium,US0374111054,2043962,01/09/2019,02/08/2019,Not Aligned,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,72.393,73.088,73.626,73.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/02/2021,23/12/2020,Below 2 Degrees,2019,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,1.98,1.944,1.968,1.972,1.964,1.94,1.913,1.851,1.79,1.728,1.666,1.604,1.543,1.481,1.419,1.358,1.296,1.234,1.172,1.111,1.049,0.987,0.926,0.864,0.802,0.74,0.679,0.617,0.555,0.494,0.432,0.37,0.309,0.247,0.185,0.123,0.062,0.0
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,03/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,1.98019802,1.937901499,1.963322546,1.980088496,1.969860065,1.956284153,1.894911172,1.833538191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/09/2018,18/09/2018,Not Aligned,2017,Carbon intensity (tonnes of CO2 per tonne of steel),"Arcelor Mittal has set targets to reduce its emissions intensity. For this company, TPI has assumed that:
● The ratio of Scope 1 and 2 emissions to total emissions in the scope of the company’s targets in the base year is the same as applied between 2015 and 2017.
● Scope 1 and 2 emissions are reduced in proportion to the company’s targets, which apply to a broader scope of emissions.",,,1.97,1.98,1.97,1.903,1.837,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/09/2017,14/09/2017,Paris Pledges,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,1.974,1.938,1.973,1.95,1.927,1.904,1.881,1.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arconic,United States of America,USA,Aluminium,No,medium,US03965L1008,BD3D9G5,01/02/2020,20/12/2019,Not Assessed,,Carbon intensity (tCO2e / t aluminium),"The company’s activities don't fit the scope of TPI’s Carbon Performance assessment of this sector, hence the company is not assessed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Cement,Taiwan,TWN,Cement,No,large,"TW0001102002, KR7183190008",6056331,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,,,0.792,0.803,0.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Cement,Taiwan,TWN,Cement,No,large,"TW0001102002, KR7183190008",6056331,01/02/2020,20/12/2019,Not Aligned,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,0.7912,0.8032,0.82545,0.8477,0.84598,0.84426,0.84254,0.84082,0.8391,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Cement,Taiwan,TWN,Cement,No,large,"TW0001102002, KR7183190008",6056331,01/09/2018,18/09/2018,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Asia Cement has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia Cement,Taiwan,TWN,Cement,No,large,"TW0001102002, KR7183190008",6056331,01/09/2017,14/09/2017,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azul,Brazil,BRA,Airlines,No,medium,BRAZULACNPR4,BD97PR4,01/12/2020,23/10/2020,Not Aligned,2019,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,,,,1203.0,1137.0,1040.0,1005.0,970.0,935.0,900.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Azul,Brazil,BRA,Airlines,No,medium,BRAZULACNPR4,BD97PR4,01/12/2019,07/11/2019,Not Aligned,2018,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. Based on information disclosed, TPI assumes that the company's freight operations are negligible. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,,,,762.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBMG,China,CHN,Cement,No,medium,CNE100000F20,B3NFC51,01/02/2021,23/12/2020,No or unsuitable disclosure,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHP (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00BH0P3Z91,BYWQG94,01/02/2021,23/12/2020,Not Aligned,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,61.097,57.332,57.545,59.877,59.912,59.947,59.861,59.776,59.691,59.605,59.52,59.435,59.349,59.264,59.192,59.119,59.047,58.975,58.902,58.83,58.758,58.685,58.613,58.541,58.468,58.396,58.324,58.251,58.179,58.107,58.034,57.962,57.889,57.817,57.745
BHP (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00BH0P3Z91,BYWQG94,01/10/2020,12/08/2020,Not Aligned,2018,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its emissions intenisty. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,60.77,57.24,57.5,57.57,57.63,57.7,57.63,57.56,57.48,57.41,57.34,57.27,57.19,57.12,57.05,56.98,56.9,56.83,56.76,56.68,56.61,56.54,56.47,56.39,56.32,56.25,56.18,56.1,56.03,55.96,55.89,55.81,55.74,55.67,55.59
BMW,Germany,DEU,Autos,Yes,large,DE0005190003,5756029,01/12/2020,23/10/2020,Paris Pledges,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),TPI has not made any further assumptions in order to project this company's Carbon Performance.,159.0,152.0,147.0,144.0,143.0,141.0,141.0,136.0,131.0,126.0,120.0,115.0,110.0,105.0,100.0,95.0,90.0,85.0,,,,,,,,,,,,,,,,,,,,
BMW,Germany,DEU,Autos,Yes,large,DE0005190003,5756029,01/12/2019,07/11/2019,Not Aligned,2018,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),BMW has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,158.5,152.0,147.0,144.0,143.0,141.0,138.833333333333,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Germany,DEU,Autos,Yes,large,DE0005190003,5756029,01/11/2018,12/10/2018,Not Aligned,2017,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),BMW has set targets to reduce its emissions intensity. TPI has not made any further assumptions in order to project this company’s carbon performance.,159.0,152.0,147.0,144.0,141.0,140.0,138.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Germany,DEU,Autos,Yes,large,DE0005190003,5756029,01/02/2018,14/02/2018,Not Aligned,2016,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,159.0,152.0,147.0,144.0,142.0,140.0,138.0,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BP,United Kingdom,GBR,Oil & Gas,Yes,large,GB0007980591,798059,01/10/2020,12/08/2020,Not Aligned,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company's target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,74.63,74.37,74.43,74.16,73.63,73.47,73.22,72.97,72.73,72.48,72.23,71.98,71.39,70.8,70.2,69.61,69.01,68.49,67.97,67.45,66.93,66.41,65.89,65.37,64.85,64.34,63.82,63.3,62.78,62.26,61.74,61.22,60.7,60.18,59.66,59.14,58.6175794383782
BP,United Kingdom,GBR,Oil & Gas,Yes,large,GB0007980591,798059,01/09/2019,12/07/2019,Not Aligned,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s externally sold energy products grow according to the regional or global primary energy supply growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,74.709,74.445,74.51,74.227,73.685,73.675,73.664,73.654,73.644,73.633,73.623,73.613,,,,,,,,,,,,,,,,,,,,,,,,,
BYD,China,CHN,Autos,No,large,"CNE100000296,CNE100001526",6536651,01/12/2020,23/10/2020,Paris Pledges,2019,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),"The company has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",167.0,156.0,175.0,73.0,53.0,52.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hills,United States of America,USA,Electricity Utilities,No,small,US0921131092,2101741,01/10/2020,12/08/2020,No or unsuitable disclosure,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluescope Steel,Australia,AUS,Steel,Yes,large,AU000000BSL0,6533232,01/02/2021,23/12/2020,Paris Pledges,2019,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has assumed that the base year for this target is the latest year for which an intensity is disclosed (2019).,2.1,2.04,1.828,1.667,1.655,1.635,1.666,1.648,1.63,1.611,1.593,1.575,1.557,1.539,1.521,1.502,1.484,1.466,,,,,,,,,,,,,,,,,,,,
