Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment,Benchmark ID,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/10/2020,12/08/2020,Paris Pledges,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.644,0.688,0.662,0.684,0.723,0.681,0.671,0.66,0.65,0.639,0.629,0.618,0.608,0.597,0.587,0.576,0.566,0.555,0.54,0.524,0.508,0.492,0.476,0.46,0.444,0.428,0.413,0.397,0.372,0.346,0.321,0.296,0.271,0.245,0.22,0.195,0.17,0.144
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/09/2019,02/08/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s Energy Technology Perspectives model ‘Reference Technology’ scenario.",0.644,0.688,0.668,0.689,0.729,0.717,0.705,0.694,0.682,0.67,0.658,0.646,0.635,0.623,0.611,0.599,0.587,0.575,,,,,,,,,,,,,,,,,,,,
Ameren,United States of America,USA,Electricity Utilities,No,medium,US0236081024,2050832,01/07/2018,02/07/2018,Not Aligned,Electricity Utilities_01/07/2018,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"Ameren has set a target to reduce its absolute emissions.TPI has adjusted this target by assuming that future electricity generation grows at the same rate as the IEA's ""Gross electricity generation"" projections for the region in which the company operates using the ETP (2017) Reference Technology Scenario.",0.644,0.688,0.66,0.675,0.667,0.66,0.652,0.644,0.636,0.628,0.62,0.613,0.605,0.597,0.589,0.581,0.573,0.566,,,,,,,,,,,,,,,,,,,,
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/12/2020,23/10/2020,Not Aligned,Airlines_01/12/2020,2019,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,,1137.0,1111.0,1031.0,1010.0,1018.0,996.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/12/2019,07/11/2019,Not Aligned,Airlines_01/12/2019,2018,Carbon intensity (gCO2 / RTK),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. TPI’s intensity calculation includes emissions and passenger traffic data for American Airline's regional operations.,,719.0,698.0,676.0,665.0,671.0,661.0,652.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Airlines,United States of America,USA,Airlines,Yes,medium,US02376R1023,BCV7KT2,01/02/2019,04/01/2019,Not Aligned,Airlines_01/02/2019,2017,Carbon intensity (gCO2 / RTK),"The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology. The company has no quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance. TPI’s intensity calculation includes emissions and passenger traffic data for American Airline's regional operations.",,119.0,116.0,116.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/11/2021,05/08/2021,Below 2 Degrees,Electricity Utilities_01/11/2021,2020,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS).",0.813070815,0.767435116,0.72816412,0.823146927,0.734066177,0.72426377,0.689130605,0.644407332,0.622438669,0.600470006,0.578501344,0.556532681,0.534564018,0.512595356,0.490626693,0.46865803,0.446689367,0.424720705,0.403484669,0.382248634,0.361012599,0.339776564,0.318540529,0.297304493,0.276068458,0.254832423,0.233596388,0.212360352,0.191124317,0.169888282,0.148652247,0.127416211,0.106180176,0.084944141,0.063708106,0.04247207,0.021236035,0.0
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/10/2020,12/08/2020,Not Aligned,Electricity Utilities_01/10/2020,2019,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses emissions intensities for 2013 - 2017 and a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity for these years and the target have been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance for the year 2018.,0.807,0.763,0.723,0.693,0.663,0.728,0.698,0.687,0.676,0.666,0.655,0.644,0.633,0.622,0.611,0.601,0.59,0.579,0.566,0.554,0.541,0.528,0.516,0.503,0.49,0.478,0.465,0.453,0.44,0.427,0.415,0.402,0.389,0.377,0.364,0.351,0.339,0.326
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/09/2019,12/07/2019,Not Aligned,Electricity Utilities_01/09/2019,2017,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),The company discloses emissions intensities for 2013 - 2017 and a target using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity for these years and the target have been recalculated according to TPI methodology. TPI has not made any further assumptions in order to project this company’s Carbon Performance for the year 2018.,0.807,0.763,0.723,0.693,0.686,0.678,0.67,0.663,0.655,0.647,0.64,0.632,0.624,0.617,0.609,0.601,0.593,0.586,,,,,,,,,,,,,,,,,,,,
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/07/2018,02/07/2018,Not Aligned,Electricity Utilities_01/07/2018,2016,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"American Electric Power has set a target to reduce its absolute emissions.TPI has adjusted this target by assuming that future electricity generation grows at the same rate as the IEA's ""Gross electricity generation"" projections for the region in which the company operates using the ETP (2017) Reference Technology Scenario. TPI also assumes that: 
● Emissions from electricity production will reduce in-line with a broader emissions target",0.807,0.763,0.723,0.693,0.677,0.661,0.645,0.629,0.613,0.598,0.582,0.566,0.55,0.534,0.518,0.502,0.486,0.47,,,,,,,,,,,,,,,,,,,,
American Electric Power,United States of America,USA,Electricity Utilities,Yes,large,US0255371017,2026242,01/06/2017,05/05/2017,Not Aligned,Electricity Utilities_01/07/2017,2015,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),,0.807,0.763,0.723,0.742,0.761,0.78,0.799,0.818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ampol,Australia,AUS,Oil & Gas,No,large,AU0000088338,BM91201,01/11/2021,05/08/2021,Not Aligned,Oil & Gas_01/11/2021,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,73.48718863,73.24160528,73.05471202,72.86696891,72.81807493,72.76918096,72.72028699,72.67139302,72.62249905,72.57360508,72.5247111,72.47581713,72.42692316,72.37802919,72.32913522,72.28024124,72.23134727,72.1824533,72.13355933,72.08466536,72.03577138,71.98687741,71.93798344,71.88908947,71.8401955,,,,,,,,,,
Anadarko Petroleum,United States of America,USA,Oil & Gas,No,large,US0325111070,2032380,01/09/2019,02/08/2019,Not Aligned,Oil & Gas_01/09/2019,2017,Emissions intensity (gCO2e / MJ),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,69.946,66.833,69.011,70.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,"B1XZS82, B1YW0L9",01/11/2021,05/08/2021,National Pledges,Diversified Mining_01/11/2021,2020,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,57.44322845,54.21464743,40.77225684,44.08766772,49.17958275,49.07397401,48.96836526,48.86275652,48.75714777,48.65153903,48.54593029,48.44032154,48.3347128,48.22910405,48.12349531,47.83822143,47.55294755,47.26767368,46.9823998,46.69712592,46.41185204,46.12657816,45.84130429,45.55603041,45.27075653,,,,,,,,,,
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,"B1XZS82, B1YW0L9",01/02/2021,23/12/2020,Paris Pledges,Diversified Mining_01/02/2021,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,57.433,54.346,40.86,45.029,44.933,44.836,44.739,44.641,44.543,44.434,44.353,44.271,44.187,44.103,43.979,43.754,43.487,43.218,42.946,42.671,42.395,42.116,41.835,41.552,41.267,,,,,,,,,,
Anglo American (Diversified mining),United Kingdom,GBR,Diversified Mining,Yes,large,GB00B1XZS820,"B1XZS82, B1YW0L9",01/10/2020,12/08/2020,Paris Pledges,Diversified Mining_01/10/2020,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has set targets to reduce its absolute emissions. To calculate the company's targeted emissions intensity, TPI has assumed that: its externally sold energy, Aluminium and steel products grow in-line with the rate projected in the IEA's Energy Technology Perspectives model and other commodities grow in-line with GDP used by the IEA in the ETP. The company's target covers a subset of Scope 1, 2 and 3 (use and/or processing of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure.",,,,57.43,54.35,40.86,45.03,44.93,44.84,44.74,44.65,44.55,44.46,44.36,44.27,44.17,44.07,43.98,43.71,43.44,43.17,42.89,42.62,42.35,42.08,41.81,41.54,41.27,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8","6080396, 6441595, BP3R2Z1",01/02/2021,23/12/2020,No or unsuitable disclosure,Cement_01/02/2021,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"The company has not disclosed sufficient current emissions data nor any quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8","6080396, 6441595, BP3R2Z1",01/02/2020,20/12/2019,Not Aligned,Cement_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of cementitious product),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,,,,,0.855,0.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8","6080396, 6441595, BP3R2Z1",01/09/2018,18/09/2018,No or unsuitable disclosure,Cement_01/09/2018,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),"Anhui Conch Cement has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anhui Conch Cement,China,CHN,Cement,Yes,large,"CNE1000001W2, CNE0000019V8","6080396, 6441595, BP3R2Z1",01/09/2017,14/09/2017,No or unsuitable disclosure,Cement_01/11/2017,,Carbon intensity (tonnes of CO2 per tonne of cementitious product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,01/02/2021,23/12/2020,Below 2 Degrees,Steel_01/02/2021,2019,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity using an activity measure and/or emissions figure that is inconsistent with TPI’s methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,1.98,1.944,1.968,1.972,1.964,1.94,1.913,1.851,1.79,1.728,1.666,1.604,1.543,1.481,1.419,1.358,1.296,1.234,1.172,1.111,1.049,0.987,0.926,0.864,0.802,0.74,0.679,0.617,0.555,0.494,0.432,0.37,0.309,0.247,0.185,0.123,0.062,0.0
Arcelor Mittal,Netherlands,NLD,Steel,Yes,large,LU1598757687,BYPBS67,03/02/2020,20/12/2019,Not Aligned,Steel_01/02/2020,2018,Carbon intensity (tonnes of CO2 per tonne of steel),The company discloses an emissions intensity and target using an activity measure and/or emissions figure that is inconsistent with TPIís methodology for this sector. The carbon intensity has been recalculated according to TPI methodology.,1.98019802,1.937901499,1.963322546,1.980088496,1.969860065,1.956284153,1.894911172,1.833538191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
